snapshot_time_utc,vehicle_id,route_id,route_stop_id,vehicle_lat,vehicle_lon,vehicle_speed,eta_seconds,estimated_time_arrival,eta_time_local,poll_interval_seconds,source_method
2026-03-03 12:25:22+00:00,16,20,276,33.77828,-84.39923,14.00098423911,42,42,2026-03-03 07:26:04 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:25:37+00:00,16,20,276,33.77832,-84.398084,1.99982104326,20,20,2026-03-03 07:25:57 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:25:52+00:00,16,20,276,33.77824,-84.39822,0,20,20,2026-03-03 07:26:12 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:26:08+00:00,16,20,276,33.77824,-84.39762,2.99973156489,9,9,2026-03-03 07:26:17 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:26:23+00:00,16,20,277,33.77823,-84.39707,11.99892625956,39,39,2026-03-03 07:27:02 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:26:38+00:00,16,20,277,33.77803,-84.39616,9.9991052163,23,23,2026-03-03 07:27:01 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:26:53+00:00,16,20,277,33.77776,-84.39592,0,18,18,2026-03-03 07:27:12 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:27:09+00:00,16,20,277,33.777485,-84.395576,7.99928417304,6,6,2026-03-03 07:27:15 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:27:25+00:00,16,20,277,33.777097,-84.395484,0.99991052163,0,0,2026-03-03 07:27:25 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:27:40+00:00,16,20,278,33.77692,-84.39463,18.00062632563,78,78,2026-03-03 07:28:58 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:27:55+00:00,16,20,278,33.77688,-84.39388,0,52,52,2026-03-03 07:28:47 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:28:10+00:00,16,20,278,33.7769,-84.39387,0,52,52,2026-03-03 07:29:02 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:28:25+00:00,16,20,278,33.7769,-84.39387,0,52,52,2026-03-03 07:29:17 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:28:40+00:00,16,20,278,33.77689,-84.39286,18.00062632563,20,20,2026-03-03 07:29:09 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:29:04+00:00,16,20,278,33.7764641679,-84.3920991279,13.00107371748,1,1,2026-03-03 07:29:05 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:29:19+00:00,16,20,278,33.77619,-84.39209,0,0,0,2026-03-03 07:29:19 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:29:34+00:00,16,20,278,33.77618,-84.3921,0,0,0,2026-03-03 07:29:34 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:29:49+00:00,16,20,278,33.77618,-84.3921,0,0,0,2026-03-03 07:29:50 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:30:05+00:00,16,20,278,33.77618,-84.3921,0,0,0,2026-03-03 07:30:06 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:30:21+00:00,16,20,278,33.77618,-84.3921,0,0,0,2026-03-03 07:30:21 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:30:36+00:00,16,20,278,33.77619,-84.3921,0,0,0,2026-03-03 07:30:37 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:30:52+00:00,16,20,278,33.77619,-84.3921,0,0,0,2026-03-03 07:30:53 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:31:08+00:00,16,20,278,33.77619,-84.3921,0,0,0,2026-03-03 07:31:08 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:31:23+00:00,16,20,278,33.77618,-84.3921,0,0,0,2026-03-03 07:31:23 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:31:38+00:00,16,20,278,33.77618,-84.3921,0,0,0,2026-03-03 07:31:38 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:31:53+00:00,16,20,279,33.77597,-84.39204,10.99901573793,39,39,2026-03-03 07:32:33 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:32:09+00:00,16,20,279,33.77547,-84.39202,0,27,27,2026-03-03 07:32:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:32:24+00:00,16,20,279,33.77469,-84.39202,17.000715804,15,15,2026-03-03 07:32:39 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:32:39+00:00,16,20,279,33.7743564577,-84.3919958619,7.99928417304,0,0,2026-03-03 07:32:40 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:32:55+00:00,16,20,280,33.77393,-84.39204,6.99937365141,152,152,2026-03-03 07:35:27 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:33:10+00:00,16,20,280,33.77332,-84.39202,14.00098423911,127,127,2026-03-03 07:35:18 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:33:26+00:00,16,20,280,33.7722147726,-84.3919928972,19.00053684726,73,73,2026-03-03 07:34:39 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:33:41+00:00,16,20,280,33.771513234,-84.3920009539,2.99973156489,47,47,2026-03-03 07:34:28 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:33:56+00:00,16,20,280,33.771513234,-84.3920009539,0,47,47,2026-03-03 07:34:44 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:34:12+00:00,16,20,280,33.771513234,-84.3920009539,0,47,47,2026-03-03 07:34:59 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:34:27+00:00,16,20,280,33.771513234,-84.3920009539,0,47,47,2026-03-03 07:35:14 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:34:42+00:00,16,20,280,33.77117,-84.39217,13.00107371748,34,34,2026-03-03 07:35:16 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:34:57+00:00,16,20,280,33.77095,-84.39212,0,13,13,2026-03-03 07:35:11 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:35:13+00:00,16,20,250,33.77016,-84.39218,13.00107371748,31,31,2026-03-03 07:35:44 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:35:28+00:00,16,20,250,33.769921,-84.391754,2.99973156489,6,6,2026-03-03 07:35:34 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:35:43+00:00,16,20,250,33.769921,-84.391754,0,6,6,2026-03-03 07:35:49 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:35:58+00:00,16,20,250,33.769921,-84.391754,0,6,6,2026-03-03 07:36:05 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:36:14+00:00,16,20,250,33.769921,-84.391754,0,6,6,2026-03-03 07:36:20 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:36:29+00:00,16,20,250,33.769921,-84.391754,0,6,6,2026-03-03 07:36:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:36:45+00:00,16,20,250,33.769921,-84.391754,0,6,6,2026-03-03 07:36:51 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:37:00+00:00,16,20,250,33.769921,-84.391754,0,6,6,2026-03-03 07:37:06 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:37:15+00:00,16,20,250,33.769921,-84.391754,0,6,6,2026-03-03 07:37:22 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:37:31+00:00,16,20,250,33.769921,-84.391754,0,6,6,2026-03-03 07:37:37 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:37:46+00:00,16,20,264,33.77012,-84.39164,5.99946312978,155,155,2026-03-03 07:40:22 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:38:02+00:00,16,20,264,33.77018,-84.39202,4.99955260815,135,135,2026-03-03 07:40:17 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:38:17+00:00,16,20,264,33.7706651711,-84.3921848307,14.00098423911,94,94,2026-03-03 07:39:51 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:38:32+00:00,16,20,264,33.77087,-84.39208,0,84,84,2026-03-03 07:39:56 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:38:47+00:00,16,20,264,33.7713,-84.39201,14.00098423911,39,39,2026-03-03 07:39:26 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:39:03+00:00,16,20,264,33.771857,-84.39192,0,6,6,2026-03-03 07:39:09 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:39:18+00:00,16,20,264,33.771857,-84.39192,0,6,6,2026-03-03 07:39:24 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:39:33+00:00,16,20,264,33.77231,-84.39199,17.000715804,0,0,2026-03-03 07:39:33 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:39:48+00:00,16,20,265,33.77313,-84.392,13.00107371748,29,29,2026-03-03 07:40:18 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:40:04+00:00,16,20,265,33.77373,-84.39199,3.99964208652,9,9,2026-03-03 07:40:13 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:40:19+00:00,16,20,265,33.77373,-84.39198,0,9,9,2026-03-03 07:40:29 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:40:35+00:00,16,20,265,33.77406,-84.39192,11.99892625956,5,5,2026-03-03 07:40:40 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:40:50+00:00,16,20,265,33.77406,-84.39192,0,0,0,2026-03-03 07:40:50 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:41:05+00:00,16,20,265,33.77406,-84.39192,3.99964208652,0,0,2026-03-03 07:41:05 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:41:20+00:00,16,20,266,33.77485,-84.39195,14.00098423911,45,45,2026-03-03 07:42:06 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:41:36+00:00,16,20,266,33.77526,-84.39196,11.99892625956,35,35,2026-03-03 07:42:11 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:41:51+00:00,16,20,266,33.7764641679,-84.3920991279,5.99946312978,4,4,2026-03-03 07:41:56 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:42:07+00:00,16,20,266,33.7764641679,-84.3920991279,0,4,4,2026-03-03 07:42:11 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:42:23+00:00,16,20,266,33.7764641679,-84.3920991279,0,4,4,2026-03-03 07:42:27 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:42:38+00:00,16,20,266,33.7764641679,-84.3920991279,0,4,4,2026-03-03 07:42:43 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:42:54+00:00,16,20,266,33.7764641679,-84.3920991279,0,4,4,2026-03-03 07:42:58 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:43:09+00:00,16,20,266,33.7764641679,-84.3920991279,0,4,4,2026-03-03 07:43:14 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:43:25+00:00,16,20,266,33.776757,-84.39206,0,3,3,2026-03-03 07:43:28 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:43:41+00:00,16,20,266,33.776757,-84.39206,0,3,3,2026-03-03 07:43:44 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:43:56+00:00,16,20,266,33.776757,-84.39206,0,3,3,2026-03-03 07:43:59 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:44:11+00:00,16,20,266,33.776757,-84.39206,0,3,3,2026-03-03 07:44:15 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:44:27+00:00,16,20,266,33.776757,-84.39206,10.99901573793,1,1,2026-03-03 07:44:28 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:44:42+00:00,16,20,267,33.77693,-84.39265,16.00080528237,35,35,2026-03-03 07:45:17 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:44:57+00:00,16,20,267,33.77699,-84.39405,2.99973156489,5,5,2026-03-03 07:45:02 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:45:13+00:00,16,20,267,33.77699,-84.39405,0,5,5,2026-03-03 07:45:18 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:45:28+00:00,16,20,267,33.77699,-84.39405,0,5,5,2026-03-03 07:45:33 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:45:43+00:00,16,20,268,33.77697,-84.39477,18.00062632563,32,32,2026-03-03 07:46:15 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:45:58+00:00,16,20,268,33.77701,-84.3952,7.99928417304,15,15,2026-03-03 07:46:14 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:46:14+00:00,16,20,268,33.777485,-84.395576,5.99946312978,2,2,2026-03-03 07:46:16 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:46:29+00:00,16,20,268,33.777485,-84.395576,0,2,2,2026-03-03 07:46:31 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:46:45+00:00,16,20,268,33.777485,-84.395576,0.99991052163,2,2,2026-03-03 07:46:47 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:47:00+00:00,16,20,269,33.77796,-84.39601,16.00080528237,41,41,2026-03-03 07:47:41 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:47:15+00:00,16,20,269,33.77822,-84.39653,10.99901573793,28,28,2026-03-03 07:47:44 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:47:31+00:00,16,20,269,33.77828,-84.39763,19.00053684726,8,8,2026-03-03 07:47:39 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:47:47+00:00,16,20,269,33.77832,-84.398084,0,0,0,2026-03-03 07:47:47 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:48:02+00:00,16,20,269,33.77832,-84.398084,2.99973156489,0,0,2026-03-03 07:48:02 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:48:17+00:00,16,20,270,33.77834,-84.39885,6.99937365141,19,19,2026-03-03 07:48:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:48:32+00:00,16,20,270,33.77835,-84.39896,0.99991052163,17,17,2026-03-03 07:48:49 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:48:47+00:00,16,20,270,33.77836,-84.39956,8.99919469467,2,2,2026-03-03 07:48:49 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:49:03+00:00,16,20,270,33.77836,-84.39956,0,2,2,2026-03-03 07:49:05 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:49:18+00:00,16,20,270,33.77836,-84.39956,10.99901573793,0,0,2026-03-03 07:49:18 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:49:33+00:00,16,20,274,33.77845,-84.400824,11.99892625956,40,40,2026-03-03 07:50:13 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:49:48+00:00,16,20,274,33.77852,-84.40115,0,32,32,2026-03-03 07:50:21 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:50:04+00:00,16,20,274,33.77851,-84.40121,5.99946312978,32,32,2026-03-03 07:50:36 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:50:19+00:00,16,20,274,33.77902,-84.40187,19.00053684726,14,14,2026-03-03 07:50:33 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:50:34+00:00,16,20,274,33.77971,-84.402416,6.99937365141,0,0,2026-03-03 07:50:35 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:50:50+00:00,16,20,274,33.77971,-84.402416,0,0,0,2026-03-03 07:50:50 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:51:05+00:00,16,20,272,33.7799,-84.40269,4.99955260815,44,44,2026-03-03 07:51:49 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:51:20+00:00,16,20,272,33.78054,-84.40335,8.99919469467,25,25,2026-03-03 07:51:46 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
2026-03-03 12:51:36+00:00,16,20,272,33.78056,-84.40416,9.9991052163,9,9,2026-03-03 07:51:45 EST,15,GetMapVehiclePoints+GetVehicleRouteStopEstimates
